name,handedness,height,weight,BMI,avg,HR
Mike Jorgensen,L,72,195,26.44386574,0.243,95
Gary Sutherland,R,72,185,25.08777006,0.243,24
Ron Gardenhire,R,72,175,23.73167438,0.232,4
Bob Watson,R,72,201,27.25752315,0.295,184
John Kennedy,R,72,185,25.08777006,0.225,32
Chico Ruiz,B,72,169,22.91801698,0.24,2
Luis Melendez,R,72,165,22.3755787,0.248,9
Jerry Augustine,L,72,183,24.81655093,0,0
Rick Miller,L,72,175,23.73167438,0.269,28
Tom O'Malley,L,72,180,24.40972222,0.256,13
Tom Brown,R,73,170,22.42634641,0,0
Denny Lemaster,R,73,182,24.00938262,0.13,4
Rod Kanehl,R,73,180,23.74554325,0.241,6
John LaRose,L,73,185,24.40514168,0,0
Jerry Kutzler,L,73,175,23.08594483,0,0
Rick Wise,R,73,180,23.74554325,0.195,15
Eric Wilkins,R,73,190,25.0647401,0,0
Lee Lacy,R,73,175,23.08594483,0.286,91
Gil Patterson,R,73,185,24.40514168,0,0
Fred Whitfield,L,73,190,25.0647401,0.253,108
Jerry Ujdur,R,73,195,25.72433853,0,0
Syd O'Brien,R,73,185,24.40514168,0.23,24
Chris Chambliss,L,73,195,25.72433853,0.279,185
Tom Satriano,L,73,185,24.40514168,0.225,21
Mickey Lolich,B,73,170,22.42634641,0.11,0
Julian Javier,R,73,175,23.08594483,0.257,78
Tony Ferreira,L,73,160,21.10714956,0,0
Gary Thomasson,L,73,180,23.74554325,0.249,61
Mike Trujillo,R,73,180,23.74554325,0,0
Johnny Lewis,L,73,189,24.93282042,0.227,22
Randy Scarbery,B,73,185,24.40514168,0,0
Mike Ramsey,B,73,170,22.42634641,0.24,2
Willie Crawford,L,73,197,25.98817789,0.268,86
Joe Lahoud,L,73,198,26.12009758,0.223,65
Dave McKay,B,73,195,25.72433853,0.229,21
Benny Ayala,R,73,185,24.40514168,0.251,38
Johnny Jeter,R,73,180,23.74554325,0.244,18
Tony Oliva,L,73,175,23.08594483,0.304,220
Dan Ford,R,73,185,24.40514168,0.27,121
Ozzie Virgil,R,73,180,23.74554325,0.243,98
Jay Johnstone,L,73,175,23.08594483,0.267,102
Joe Niekro,R,73,185,24.40514168,0.156,1
Andy Etchebarren,R,73,190,25.0647401,0.235,49
Denny McLain,R,73,185,24.40514168,0.133,1
Bruce Robbins,L,73,190,25.0647401,0,0
Brian Allard,R,73,175,23.08594483,0,0
Manny Jimenez,L,73,185,24.40514168,0.272,26
Vern Fuller,R,73,170,22.42634641,0.232,14
Lou Clinton,R,73,185,24.40514168,0.247,65
Chuck Hinton,R,73,180,23.74554325,0.264,113
Tim Cullen,R,73,185,24.40514168,0.22,9
George Foster,R,73,180,23.74554325,0.274,348
Leon Durham,L,73,185,24.40514168,0.277,147
Andres Thomas,R,73,170,22.42634641,0.234,42
Rick Manning,L,73,180,23.74554325,0.257,56
Terry Taylor,R,73,180,23.74554325,0,0
Terry Whitfield,L,73,197,25.98817789,0.281,33
Fred Lynn,L,73,185,24.40514168,0.283,306
Paul Mitchell,R,73,195,25.72433853,0,0
Rick Sweet,B,73,200,26.38393695,0.234,6
Mark Belanger,R,73,170,22.42634641,0.228,20
Leroy Stanton,R,73,195,25.72433853,0.244,77
Adolfo Phillips,R,73,175,23.08594483,0.247,59
Tom Gilles,R,73,185,24.40514168,0,0
Bobby Knoop,R,73,170,22.42634641,0.236,56
Ron Hodges,L,73,185,24.40514168,0.24,19
Bob Montgomery,R,73,195,25.72433853,0.258,23
Jeff Burroughs,R,73,200,26.38393695,0.261,240
Craig Reynolds,L,73,175,23.08594483,0.256,42
Al Cowens,R,73,197,25.98817789,0.27,108
Mike Vail,R,73,180,23.74554325,0.279,34
Mel Stottlemyre,R,73,178,23.48170388,0.16,7
Roy Smalley,B,73,185,24.40514168,0.257,163
Andy Messersmith,R,73,200,26.38393695,0.17,5
Richie Zisk,R,73,200,26.38393695,0.287,207
Don Baylor,R,73,190,25.0647401,0.26,338
John Vukovich,R,73,187,24.66898105,0.161,6
Bert Bradley,B,73,190,25.0647401,0,0
Pete Ward,L,73,185,24.40514168,0.254,98
Tom Nieto,R,73,193,25.46049916,0.205,5
Danny Goodwin,L,73,195,25.72433853,0.236,13
Dick Dietz,R,73,195,25.72433853,0.261,66
Barry Evans,R,73,180,23.74554325,0.251,2
Dick Billings,R,73,195,25.72433853,0.227,16
Burt Hooton,R,73,210,27.7031338,0.123,4
Chuck Hockenbery,B,73,195,25.72433853,0,0
Steve Huntz,B,73,204,26.91161569,0.206,16
Don Kessinger,B,73,170,22.42634641,0.252,14
Richie Scheinblum,B,73,180,23.74554325,0.263,13
Ed Herrmann,L,73,195,25.72433853,0.24,80
Mike Hegan,L,73,188,24.80090073,0.242,53
Rob Wilfong,L,73,180,23.74554325,0.248,39
Randy Wiles,L,73,185,24.40514168,0,0
Rafael Santana,R,73,165,21.76674798,0.246,13
Steve Dillard,R,73,180,23.74554325,0.243,13
Ken Walters,R,73,180,23.74554325,0.231,11
Paul Dade,R,73,185,24.40514168,0.27,10
Tim Johnson,L,73,170,22.42634641,0.223,0
Dalton Jones,L,73,180,23.74554325,0.235,41
Charlie James,R,73,195,25.72433853,0.255,29
Bob Horner,R,73,195,25.72433853,0.277,218
Tom Veryzer,R,73,175,23.08594483,0.241,14
Brian Giles,R,73,165,21.76674798,0.228,10
Greg Erardi,R,73,190,25.0647401,0,0
Jim Farr,R,73,195,25.72433853,0,0
Tucker Ashford,R,73,195,25.72433853,0.218,6
Ned Yost,R,73,190,25.0647401,0.212,16
Mike Warren,R,73,175,23.08594483,0,0
Dave Marshall,L,73,182,24.00938262,0.246,16
Johnny Briggs,L,73,190,25.0647401,0.253,139
Richie Hebner,L,73,195,25.72433853,0.276,203
Buddy Bell,R,73,180,23.74554325,0.279,201
Rudy Law,L,73,165,21.76674798,0.271,18
Greg Luzinski,R,73,220,29.02233064,0.276,307
Steve Davis,L,73,195,25.72433853,0,0
Tom Seaver,R,73,195,25.72433853,0.154,12
Jerry Martin,R,73,195,25.72433853,0.251,85
Phil Gagliano,R,73,180,23.74554325,0.238,14
Bill Sudakis,B,73,190,25.0647401,0.234,59
Glenn Adams,L,73,180,23.74554325,0.28,34
Clint Zavaras,R,73,175,23.08594483,0,0
Charley Smith,R,73,170,22.42634641,0.239,69
Bob Uecker,R,73,190,25.0647401,0.2,14
Ray Knight,R,73,185,24.40514168,0.271,84
John Boccabella,R,73,195,25.72433853,0.219,26
Mark Esser,R,73,190,25.0647401,0,0
Dave Smith,R,73,190,25.0647401,0,0
Mack Jones,L,73,180,23.74554325,0.252,133
Hosken Powell,L,73,175,23.08594483,0.259,17
Dave Stapleton,L,73,185,24.40514168,0,0
Dave Stapleton,R,73,178,23.48170388,0.271,41
Jim Wright,R,73,165,21.76674798,0,0
Mike Kinnunen,L,73,185,24.40514168,0,0
Wayne Krenchicki,L,73,180,23.74554325,0.266,15
Tom Tresh,B,73,180,23.74554325,0.245,153
Craig Chamberlain,R,73,190,25.0647401,0,0
Ken Rudolph,R,73,180,23.74554325,0.213,6
Johnny Bench,R,73,197,25.98817789,0.267,389
Terry Felton,R,73,180,23.74554325,0,0
Bob Meacham,B,73,175,23.08594483,0.236,8
Sam Bowens,R,73,188,24.80090073,0.223,45
Bob Bailey,R,73,180,23.74554325,0.257,189
Matt Williams,R,73,200,26.38393695,0,0
Byron McLaughlin,R,73,175,23.08594483,0,0
Dave Campbell,R,73,180,23.74554325,0.213,20
Pat Kelly,L,73,185,24.40514168,0.264,76
Jeff Sellers,R,73,175,23.08594483,0,0
Ken Phelps,L,73,209,27.57121411,0.239,123
Phil Linz,R,73,180,23.74554325,0.235,11
Rick Sofield,L,73,195,25.72433853,0.243,9
Don Hahn,R,73,180,23.74554325,0.236,7
Les Straker,R,73,193,25.46049916,0,0
Lyman Bostock,L,73,180,23.74554325,0.311,23
Damaso Garcia,R,73,165,21.76674798,0.283,36
Don Gordon,R,73,175,23.08594483,0,0
Roy Howell,L,73,190,25.0647401,0.261,80
Sandy Wihtol,R,73,195,25.72433853,0,0
Bruce Miller,R,73,185,24.40514168,0.246,1
Butch Hobson,R,73,193,25.46049916,0.248,98
Hal King,L,73,200,26.38393695,0.214,24
Bob Robertson,R,73,195,25.72433853,0.242,115
Frank Quilici,R,73,170,22.42634641,0.214,5
Bob Galasso,L,73,205,27.04353537,0,0
Glenn Hoffman,R,73,175,23.08594483,0.242,23
Russ Gibson,R,73,195,25.72433853,0.228,8
Terry Francona,L,73,190,25.0647401,0.274,16
Joe Gaines,R,73,190,25.0647401,0.241,21
Mickey Stanley,R,73,185,24.40514168,0.248,117
Bruce Benedict,R,73,175,23.08594483,0.242,18
Wes Parker,B,73,180,23.74554325,0.267,64
Davey Johnson,R,73,170,22.42634641,0.261,136
Jake Wood,R,73,163,21.50290861,0.25,35
Del Unser,L,73,180,23.74554325,0.258,87
Lee Mazzilli,B,73,180,23.74554325,0.259,93
Ron Blomberg,L,73,195,25.72433853,0.293,52
Jim Fregosi,R,73,190,25.0647401,0.265,151
Harry Spilman,L,73,180,23.74554325,0.237,18
Al Ferrara,R,73,200,26.38393695,0.259,51
Bobby Bonds,R,73,190,25.0647401,0.268,332
Manny Trillo,R,73,150,19.78795271,0.263,61
Jerry Kenney,L,73,170,22.42634641,0.237,7
Fred Kendall,R,73,185,24.40514168,0.234,31
Mark Brouhard,R,73,210,27.7031338,0.259,25
Dan Morogiello,L,73,200,26.38393695,0,0
Chris Speier,R,73,175,23.08594483,0.246,112
Mike Fischlin,R,73,165,21.76674798,0.22,3
Don Money,R,73,170,22.42634641,0.261,176
Tom Matchick,L,73,173,22.82210546,0.215,4
Ellie Hendricks,L,73,175,23.08594483,0.22,62
Art Shamsky,L,73,168,22.16250704,0.253,68
Butch Wynegar,B,73,190,25.0647401,0.255,65
Ted Savage,R,73,185,24.40514168,0.233,34
Rick Leach,L,73,180,23.74554325,0.268,18
Dwayne Murphy,L,73,185,24.40514168,0.246,166
Don Sutton,R,73,185,24.40514168,0.144,0
Glenn Beckert,R,73,190,25.0647401,0.283,22
Don Cooper,R,73,185,24.40514168,0,0
Rick Joseph,R,73,192,25.32857947,0.243,13
Bobby Wine,R,73,187,24.66898105,0.215,30
Dave Johnson,R,73,183,24.14130231,0,0
Bill Plummer,R,73,190,25.0647401,0.188,14
Phil Niekro,R,73,180,23.74554325,0.169,7
Brian Asselstine,L,73,175,23.08594483,0.254,12
Frank Duffy,R,73,180,23.74554325,0.232,26
Mike Ryan,R,74,205,26.31756757,0.193,28
Ozzie Osborn,R,74,195,25.03378378,0,0
Darrell Evans,L,74,200,25.67567568,0.248,414
Jeff Newman,R,74,215,27.60135135,0.224,63
Nardi Contreras,B,74,193,24.77702703,0,0
Tommie Reynolds,R,74,190,24.39189189,0.226,12
Gary Nolan,R,74,197,25.29054054,0.138,1
Dave Skaggs,R,74,200,25.67567568,0.241,3
Steve Eddy,R,74,185,23.75,0,0
Tony Muser,L,74,180,23.10810811,0.259,7
Jeffrey Leonard,R,74,200,25.67567568,0.266,144
Ray Chadwick,B,74,180,23.10810811,0,0
Byron Browne,R,74,190,24.39189189,0.236,30
Jerry Koosman,R,74,205,26.31756757,0.119,2
Omar Moreno,L,74,180,23.10810811,0.252,37
Kevin Bearse,L,74,195,25.03378378,0,0
Bruce Boisclair,L,74,185,23.75,0.263,10
Steve Swisher,R,74,205,26.31756757,0.216,20
Dave Concepcion,R,74,155,19.89864865,0.267,101
Larry Haney,R,74,195,25.03378378,0.215,12
Don Lock,R,74,195,25.03378378,0.238,122
Billy Smith,B,74,185,23.75,0.23,17
Tony Perez,R,74,175,22.46621622,0.279,379
Fernando Arroyo,R,74,180,23.10810811,0,0
Ken Henderson,B,74,180,23.10810811,0.257,122
Wayne Gross,L,74,210,26.95945946,0.233,121
Steve Rogers,R,74,175,22.46621622,0.138,0
Keith Creel,R,74,180,23.10810811,0,0
Nate Colbert,R,74,190,24.39189189,0.243,173
Phil Roof,R,74,190,24.39189189,0.215,43
Tim Harkness,L,74,182,23.36486486,0.235,14
Jim Mason,L,74,185,23.75,0.203,12
Ed Crosby,L,74,175,22.46621622,0.22,0
Bill Robinson,R,74,189,24.26351351,0.258,166
George Mitterwald,R,74,195,25.03378378,0.236,76
Steve Burke,B,74,200,25.67567568,0,0
Gary Matthews,R,74,185,23.75,0.281,234
Larry Hisle,R,74,193,24.77702703,0.273,166
Mark Smith,R,74,215,27.60135135,0,0
Mark Brown,B,74,190,24.39189189,0,0
Bobby Brown,B,74,190,24.39189189,0.245,26
Gary Woods,R,74,185,23.75,0.243,13
Rusty Staub,L,74,190,24.39189189,0.279,292
Bob Randall,R,74,175,22.46621622,0.257,1
Larry Biittner,L,74,205,26.31756757,0.273,29
John Pawlowski,R,74,175,22.46621622,0,0
Jack Hardy,R,74,175,22.46621622,0,0
Ron Musselman,R,74,185,23.75,0,0
Ken Holtzman,R,74,175,22.46621622,0.163,2
Duke Sims,L,74,197,25.29054054,0.239,100
Mike Davis,L,74,175,22.46621622,0.259,91
John Hale,L,74,195,25.03378378,0.201,14
Reggie Ritter,L,74,195,25.03378378,0,0
Art Howe,R,74,190,24.39189189,0.26,43
Lamar Johnson,R,74,215,27.60135135,0.287,64
Jesus Alou,R,74,190,24.39189189,0.28,32
Woody Woodward,R,74,180,23.10810811,0.236,1
Dave Duncan,R,74,190,24.39189189,0.214,109
Bake McBride,L,74,190,24.39189189,0.299,63
Mike Diaz,R,74,195,25.03378378,0.247,31
Rick Kreuger,R,74,185,23.75,0,0
Steve Henderson,R,74,190,24.39189189,0.28,68
Rob Picciolo,R,74,185,23.75,0.234,17
Bill Melton,R,74,200,25.67567568,0.253,160
Jack Hiatt,R,74,190,24.39189189,0.251,22
Win Remmerswaal,R,74,160,20.54054054,0,0
Jeff Peterek,R,74,195,25.03378378,0,0
George Scott,R,74,200,25.67567568,0.268,271
Gorman Thomas,R,74,210,26.95945946,0.225,268
Jim Spencer,L,74,195,25.03378378,0.25,146
Pete LaCock,L,74,200,25.67567568,0.257,27
Pete Filson,B,74,195,25.03378378,0,0
Jerry May,R,74,190,24.39189189,0.234,15
Jeff Twitty,L,74,185,23.75,0,0
Steve Cummings,B,74,200,25.67567568,0,0
Jim Essian,R,74,195,25.03378378,0.244,33
Dusty Baker,R,74,183,23.49324324,0.278,242
Mickey Hatcher,R,74,200,25.67567568,0.28,38
Bob Jones,L,74,195,25.03378378,0.221,20
Doc Edwards,R,74,215,27.60135135,0.238,15
Deron Johnson,R,74,200,25.67567568,0.244,245
Ben Oglivie,L,74,160,20.54054054,0.273,235
Luis Sanchez,R,74,170,21.82432432,0,0
Mike Brown,R,74,195,25.03378378,0.265,23
Mike Brown,R,74,195,25.03378378,0,0
Mitchell Page,L,74,205,26.31756757,0.266,72
Ron Oester,B,74,185,23.75,0.265,42
Lee Thomas,L,74,195,25.03378378,0.255,106
Ray Fosse,R,74,215,27.60135135,0.256,61
Paul Boris,R,74,200,25.67567568,0,0
Bobby Grich,R,74,180,23.10810811,0.266,224
Curt Blefary,L,74,195,25.03378378,0.237,112
Gary Ward,R,74,195,25.03378378,0.276,130
Tom Klawitter,R,74,190,24.39189189,0,0
Bill Voss,L,74,160,20.54054054,0.227,19
Mike Overy,R,74,190,24.39189189,0,0
Johnnie LeMaster,R,74,165,21.18243243,0.222,22
Wayne Nordhagen,R,74,205,26.31756757,0.282,39
Len Matuszek,L,74,190,24.39189189,0.234,30
Jim Maloney,L,74,190,24.39189189,0.201,7
Jerry Zimmerman,R,74,185,23.75,0.204,3
Rickey Keeton,R,74,190,24.39189189,0,0
Hal Lanier,R,74,180,23.10810811,0.228,8
Mike Pazik,L,74,195,25.03378378,0,0
Ron Stone,L,74,185,23.75,0.241,6
Cap Peterson,R,74,195,25.03378378,0.23,19
Ted Uhlaender,L,74,190,24.39189189,0.263,36
Bill Nahorodny,R,74,200,25.67567568,0.241,25
Bob Boone,R,74,195,25.03378378,0.254,105
Carl Taylor,R,74,200,25.67567568,0.266,10
Terry Harmon,R,74,180,23.10810811,0.233,4
Rich Yett,R,74,187,24.00675676,0,0
Don Leppert,R,74,220,28.24324324,0.229,15
Rick Anderson,R,74,210,26.95945946,0,0
Luis Quintana,L,74,175,22.46621622,0,0
Don Wilson,R,74,195,25.03378378,0.146,1
Steve Senteney,R,74,205,26.31756757,0,0
Cesar Cedeno,R,74,175,22.46621622,0.285,199
Doug DeCinces,R,74,190,24.39189189,0.259,237
Bobby Darwin,R,74,190,24.39189189,0.251,83
Dennis DeBarr,L,74,190,24.39189189,0,0
John Wathan,R,74,205,26.31756757,0.262,21
Alan Wiggins,B,74,160,20.54054054,0.259,5
Gary Alexander,R,74,195,25.03378378,0.23,55
Ed Hodge,L,74,192,24.64864865,0,0
Stan Thomas,R,74,185,23.75,0,0
Ollie Brown,R,74,178,22.85135135,0.265,102
Curt Kaufman,R,74,175,22.46621622,0,0
Joe Pepitone,L,74,185,23.75,0.258,219
Bob Chance,L,74,196,25.16216216,0.261,24
Mike Bacsik,R,74,180,23.10810811,0,0
Phil Huffman,R,74,180,23.10810811,0,0
Luis Pujols,R,74,175,22.46621622,0.193,6
Doug Rader,R,74,208,26.7027027,0.251,155
Rick Lysander,R,74,190,24.39189189,0,0
John Ellis,R,74,225,28.88513514,0.262,69
Alex Sanchez,R,74,185,23.75,0,0
Tom Grieve,R,74,190,24.39189189,0.249,65
Bill Schroeder,R,74,200,25.67567568,0.24,61
John Hoover,R,74,190,24.39189189,0,0
Willie Stargell,L,74,188,24.13513514,0.282,475
Ivan Murrell,R,74,195,25.03378378,0.236,33
Alan Ashby,B,74,185,23.75,0.245,90
Bob Brenly,R,74,210,26.95945946,0.247,91
Colby Ward,R,74,185,23.75,0,0
Mike Schmidt,R,74,195,25.03378378,0.267,548
Champ Summers,L,74,205,26.31756757,0.255,54
Tom Dozier,R,74,190,24.39189189,0,0
Ron Swoboda,R,74,195,25.03378378,0.242,73
Daryl Sconiers,L,74,185,23.75,0.265,15
Joe Torre,R,74,212,27.21621622,0.297,252
Dave Nicholson,R,74,215,27.60135135,0.212,61
Ken Hubbs,R,74,175,22.46621622,0.247,14
Willie Davis,L,74,180,23.10810811,0.279,182
Hal Breeden,R,74,200,25.67567568,0.243,21
Mike Anderson,R,74,200,25.67567568,0.246,28
Joe Charboneau,R,74,205,26.31756757,0.266,29
Wilbur Howard,B,74,170,21.82432432,0.25,6
Rod Gilbreath,R,74,180,23.10810811,0.248,14
Mike Young,B,74,195,25.03378378,0.247,72
Gene Michael,B,74,183,23.49324324,0.229,15
Joe Rudi,R,74,200,25.67567568,0.264,179
Jim Rice,R,74,200,25.67567568,0.298,382
Shawn Holman,R,74,185,23.75,0,0
Jim Beauchamp,R,74,190,24.39189189,0.231,14
Terry Wilshusen,R,74,210,26.95945946,0,0
Darrel Chaney,B,74,188,24.13513514,0.217,14
Dick Nen,L,74,200,25.67567568,0.224,21
Bryan Kelly,R,74,195,25.03378378,0,0
Pete Mackanin,R,74,190,24.39189189,0.226,30
Larry Harlow,L,74,185,23.75,0.248,12
Jerry Mumphrey,B,74,185,23.75,0.289,70
John Leister,R,74,200,25.67567568,0,0
Cecil Cooper,L,74,165,21.18243243,0.298,241
Joe Ferguson,R,74,200,25.67567568,0.24,122
Jerry Dybzinski,R,74,180,23.10810811,0.234,3
Mike Willis,L,74,205,26.31756757,0,0
Ken Harrelson,R,74,190,24.39189189,0.239,131
Buck Rodgers,B,74,190,24.39189189,0.232,31
Larry Rothschild,L,74,180,23.10810811,0,0
Jeff Byrd,R,75,195,24.37066667,0,0
Jeff Barkley,B,75,185,23.12088889,0,0
Jim Hickman,R,75,192,23.99573333,0.252,159
Dick Ruthven,R,75,190,23.74577778,0.183,1
Jerry Garvin,L,75,195,24.37066667,0,0
Bud Anderson,R,75,210,26.24533333,0,0
Scot Thompson,L,75,195,24.37066667,0.262,5
Bob Fallon,L,75,200,24.99555556,0,0
Bryan Oelkers,L,75,192,23.99573333,0,0
Ken McMullen,R,75,190,23.74577778,0.248,156
John Trautwein,R,75,205,25.62044444,0,0
Zach Crouch,L,75,180,22.496,0,0
Bruce Tanner,L,75,220,27.49511111,0,0
Cito Gaston,R,75,190,23.74577778,0.256,91
Marc Hill,R,75,205,25.62044444,0.223,34
Danny Fife,R,75,175,21.87111111,0,0
Ed Kranepool,L,75,205,25.62044444,0.261,118
Rick Rhoden,R,75,195,24.37066667,0.238,9
Andy Beene,R,75,205,25.62044444,0,0
Gary Roenicke,R,75,205,25.62044444,0.247,121
Dave Roberts,R,75,215,26.87022222,0.239,49
Charlie Spikes,R,75,215,26.87022222,0.246,65
Dave Roberts,L,75,195,24.37066667,0.194,7
Mike Smith,R,75,180,22.496,0,0
Jose Arcia,R,75,170,21.24622222,0.215,1
George Hendrick,R,75,195,24.37066667,0.278,267
Dave Engle,R,75,210,26.24533333,0.262,31
Rick Monday,L,75,193,24.12071111,0.264,241
Butch Edge,R,75,203,25.37048889,0,0
Gary Mielke,R,75,185,23.12088889,0,0
Ed Goodson,L,75,180,22.496,0.26,30
Terry Humphrey,R,75,185,23.12088889,0.211,6
Larry Parrish,R,75,190,23.74577778,0.263,256
Woodie Fryman,R,75,197,24.62062222,0.138,2
Nick Esasky,R,75,200,24.99555556,0.25,122
Joe Simpson,L,75,175,21.87111111,0.242,9
Bruce Bochy,R,75,205,25.62044444,0.239,26
John Mayberry,L,75,215,26.87022222,0.253,255
Joe Skalski,R,75,190,23.74577778,0,0
Bob Knepper,L,75,195,24.37066667,0.137,6
Jim Northrup,L,75,190,23.74577778,0.267,153
Ted Cox,R,75,195,24.37066667,0.245,10
Bobby Mitchell,R,75,185,23.12088889,0.235,21
Rob Woodward,R,75,185,23.12088889,0,0
Bruce Bochte,L,75,195,24.37066667,0.282,100
Andy Kosco,R,75,205,25.62044444,0.236,73
Gary Wheelock,R,75,205,25.62044444,0,0
Dick Davis,R,75,190,23.74577778,0.265,27
Jeff Schneider,B,75,195,24.37066667,0,0
Tim Laudner,R,75,212,26.49528889,0.225,77
Roger Weaver,R,75,190,23.74577778,0,0
Rich Reese,L,75,185,23.12088889,0.253,52
Tommie Aaron,R,75,190,23.74577778,0.229,13
Jeff Shaver,R,75,195,24.37066667,0,0
Jim Gideon,R,75,190,23.74577778,0,0
Clint Hurdle,L,75,195,24.37066667,0.259,32
Mike Andrews,R,75,195,24.37066667,0.258,66
Garry Maddox,R,75,175,21.87111111,0.285,117
Don Mincher,L,75,205,25.62044444,0.249,200
Mike Ivie,R,75,205,25.62044444,0.269,81
Frank Dimichele,R,75,205,25.62044444,0,0
Roger Repoz,L,75,190,23.74577778,0.224,82
Bill Fulton,R,75,195,24.37066667,0,0
John Orsino,R,75,215,26.87022222,0.249,40
Larry Anderson,R,75,190,23.74577778,0,0
Craig Mitchell,R,75,180,22.496,0,0
Alfredo Martinez,R,75,185,23.12088889,0,0
Dean Chance,R,75,200,24.99555556,0.066,0
Al Woods,L,75,190,23.74577778,0.271,35
John Hobbs,R,75,190,23.74577778,0,0
John Denny,R,75,185,23.12088889,0.17,0
Tony Horton,R,75,210,26.24533333,0.268,76
Brant Alyea,R,75,215,26.87022222,0.247,38
Jerry Narron,L,75,205,25.62044444,0.211,21
Greg Walker,L,75,205,25.62044444,0.26,113
Barry Bonnell,R,75,190,23.74577778,0.272,56
John Caneira,R,75,180,22.496,0,0
Thad Bosley,L,75,175,21.87111111,0.272,20
Larry Herndon,R,75,190,23.74577778,0.274,107
Cardell Camper,R,75,208,25.99537778,0,0
Johnny Grubb,L,75,175,21.87111111,0.278,99
Jim Burton,R,75,195,24.37066667,0,0
Charlie Mitchell,R,75,170,21.24622222,0,0
Lee May,R,75,195,24.37066667,0.267,354
Jeff Bettendorf,R,75,180,22.496,0,0
Brian Snyder,L,75,185,23.12088889,0,0
Roger Miller,R,75,200,24.99555556,0,0
Willie Aikens,L,75,220,27.49511111,0.271,110
Earl Williams,R,75,215,26.87022222,0.247,138
Rico Carty,R,75,200,24.99555556,0.299,204
Don Kainer,R,75,205,25.62044444,0,0
Sonny Siebert,R,75,190,23.74577778,0.173,12
Jeff Richardson,R,75,185,23.12088889,0,0
Barry Foote,R,75,205,25.62044444,0.23,57
Andre Thornton,R,75,200,24.99555556,0.254,253
Bob Oliver,R,75,205,25.62044444,0.256,94
Tom Buskey,R,75,200,24.99555556,0,0
Roger Slagle,R,75,190,23.74577778,0,0
Juan Nieves,L,75,175,21.87111111,0,0
Craig Kusick,R,75,210,26.24533333,0.235,46
John Bateman,R,75,210,26.24533333,0.23,81
Tommy John,R,75,180,22.496,0.157,5
David Green,R,75,170,21.24622222,0.268,31
Rick Reichardt,R,75,210,26.24533333,0.261,116
Leon Roberts,R,75,200,24.99555556,0.267,78
Fred Howard,R,75,190,23.74577778,0,0
Doug Ault,R,75,200,24.99555556,0.236,17
Chuck Porter,R,75,187,23.37084444,0,0
Al Lachowicz,R,75,198,24.7456,0,0
Jerry Moses,R,75,210,26.24533333,0.251,25
Jim Lewis,R,75,190,23.74577778,0,0
Bill Freehan,R,75,203,25.37048889,0.262,200
Mike Epstein,L,75,230,28.74488889,0.244,130
Mike Shannon,R,75,195,24.37066667,0.255,68
Bill Almon,R,75,180,22.496,0.254,36
Jeff Jones,R,75,210,26.24533333,0,0
Eric Hetzel,R,75,175,21.87111111,0,0
Tony Conigliaro,R,75,185,23.12088889,0.264,166
Jim Barr,R,75,205,25.62044444,0.162,1
Gary Lance,B,75,195,24.37066667,0,0
Larry Pashnick,R,75,205,25.62044444,0,0
Jack Billingham,R,76,195,23.73355263,0.111,0
Larry Dierker,R,76,215,26.16776316,0.136,4
Jim Siwy,R,76,200,24.34210526,0,0
John Butcher,R,76,185,22.51644737,0,0
Brian Denman,R,76,205,24.95065789,0,0
Bryan Clutterbuck,R,76,223,27.14144737,0,0
Ken Singleton,B,76,210,25.55921053,0.282,246
Albert Williams,R,76,190,23.125,0,0
Oswaldo Peraza,R,76,172,20.93421053,0,0
Mike Loynd,R,76,210,25.55921053,0,0
Dick Simpson,R,76,176,21.42105263,0.207,15
Ron Romanick,R,76,195,23.73355263,0,0
Dave Ford,R,76,190,23.125,0,0
Gary Beare,R,76,205,24.95065789,0,0
Chris Batton,R,76,195,23.73355263,0,0
Paul Casanova,R,76,180,21.90789474,0.225,50
T.R. Bryden,R,76,190,23.125,0,0
Mike Darr,R,76,190,23.125,0,0
Bob Tillman,R,76,205,24.95065789,0.232,79
Billy Bryan,L,76,200,24.34210526,0.216,41
Randy Nosek,R,76,215,26.16776316,0,0
Danny Ainge,R,76,175,21.29934211,0.22,2
Bill Moran,R,76,210,25.55921053,0,0
Tom Paciorek,R,76,215,26.16776316,0.282,86
Bob Kammeyer,R,76,210,25.55921053,0,0
Sherman Corbett,L,76,205,24.95065789,0,0
Howie Goss,R,76,204,24.82894737,0.216,11
Glenn Borgmann,R,76,210,25.55921053,0.229,16
Enos Cabell,R,76,170,20.69078947,0.277,60
Mike Rochford,L,76,205,24.95065789,0,0
Don Welchel,R,76,205,24.95065789,0,0
Nelson Mathews,R,76,195,23.73355263,0.223,22
Cliff Johnson,R,76,215,26.16776316,0.258,196
Donn Clendenon,R,76,209,25.4375,0.274,159
Gaylord Perry,R,76,205,24.95065789,0.131,6
Dave Hostetler,R,76,215,26.16776316,0.229,37
Jody Davis,R,76,192,23.36842105,0.245,127
Karl Best,R,76,190,23.125,0,0
Steve Barr,L,76,200,24.34210526,0,0
Terry Harper,R,76,195,23.73355263,0.253,36
Jeff Rineer,L,76,205,24.95065789,0,0
Mike Parrott,R,76,210,25.55921053,0,0
Daryl Smith,R,76,185,22.51644737,0,0
Mark Clear,R,76,200,24.34210526,0,0
Rich Barnes,R,76,186,22.63815789,0,0
